,district_name,county,instruction_total,support_total,community_total,other_total,sum_total,instruction_per_pupil,support_per_pupil,community_per_pupil,other_per_pupil,sum_per_pupil,year
64,FLORENCE RE-2,FREMONT,7190128,5309604,112421,1513888,14126041,4505.0,3327.0,70.0,949.0,8851.0,2012
65,COTOPAXI RE-3,FREMONT,1289969,1050322,0,216193,2556484,6214.0,5059.0,0.0,1041.0,12314.0,2012
66,ROARING FORK RE-1,GARFIELD,33655873,16802711,0,9024390,59482974,6446.0,3218.0,0.0,1728.0,11392.0,2012
67,GARFIELD RE-2,GARFIELD,21072230,17284815,15277,30481994,68854316,4656.0,3820.0,3.0,6736.0,15215.0,2012
68,GARFIELD 16,GARFIELD,5788992,5186205,0,21289825,32265021,5180.0,4641.0,0.0,19051.0,28873.0,2012
69,GILPIN COUNTY RE-1,GILPIN,2427472,2365347,0,1830079,6622897,7212.0,7027.0,0.0,5437.0,19676.0,2012
70,WEST GRAND 1-JT.,GRAND,2666643,2151749,6713,8998983,13824088,6091.0,4915.0,15.0,20555.0,31576.0,2012
71,EAST GRAND 2,GRAND,7528881,5071889,1605,3166969,15769344,5945.0,4005.0,1.0,2501.0,12451.0,2012
72,GUNNISON WATERSHED RE1J,GUNNISON,9863816,5884779,385,4556825,20305805,5707.0,3405.0,0.0,2636.0,11748.0,2012
73,HINSDALE COUNTY RE 1,HINSDALE,783841,583495,4304,95964,1467604,9798.0,7294.0,54.0,1200.0,18345.0,2012
74,HUERFANO RE-1,HUERFANO,2785980,2214518,0,415699,5416197,5090.0,4046.0,0.0,760.0,9896.0,2012
75,LA VETA RE-2,HUERFANO,1524342,1228264,0,108386,2860992,6826.0,5501.0,0.0,485.0,12812.0,2012
76,NORTH PARK R-1,JACKSON,1534366,1089005,0,3672,2627043,8166.0,5796.0,0.0,20.0,13981.0,2012
77,JEFFERSON COUNTY R-1,JEFFERSON,431813744,313405360,254638,179889861,925363603,5343.0,3878.0,3.0,2226.0,11450.0,2012
78,EADS RE-1,KIOWA,1302931,898472,0,0,2201402,7553.0,5209.0,0.0,0.0,12762.0,2012
79,PLAINVIEW RE-2,KIOWA,589997,606770,0,0,1196767,7613.0,7829.0,0.0,0.0,15442.0,2012
80,ARRIBA-FLAGLER C-20,KIT CARSON,1219789,950059,684,131625,2302156,8214.0,6398.0,5.0,886.0,15503.0,2012
81,HI PLAINS R-23,KIT CARSON,992965,779554,0,2898892,4671411,8027.0,6302.0,0.0,23435.0,37764.0,2012
82,STRATTON R-4,KIT CARSON,1358582,1008035,0,5562,2372179,7950.0,5898.0,0.0,33.0,13881.0,2012
83,BETHUNE R-5,KIT CARSON,1184342,807215,0,425,1991982,9724.0,6627.0,0.0,3.0,16355.0,2012
84,BURLINGTON RE-6J,KIT CARSON,3585251,2372808,0,543014,6501073,4905.0,3246.0,0.0,743.0,8893.0,2012
85,LAKE COUNTY R-1,LAKE,6035723,4606608,830843,282626,11755799,5604.0,4277.0,771.0,262.0,10914.0,2012
86,DURANGO 9-R,LA PLATA,23808874,21037559,193299,10256392,55296124,5417.0,4787.0,44.0,2334.0,12581.0,2012
87,BAYFIELD 10 JT-R,LA PLATA,6429980,4855198,0,1319633,12604811,4851.0,3663.0,0.0,996.0,9510.0,2012
88,IGNACIO 11 JT,LA PLATA,5119414,4245105,1695,3413649,12779863,6817.0,5653.0,2.0,4545.0,17017.0,2012
89,POUDRE R-1,LARIMER,145197917,125473523,527937,49060683,320260060,5511.0,4763.0,20.0,1862.0,12156.0,2012
90,THOMPSON R-2J,LARIMER,72870289,52986436,1141325,13125979,140124030,4890.0,3555.0,77.0,881.0,9402.0,2012
91,PARK ESTES PARK R-3,LARIMER,6228674,4590407,0,1744531,12563611,5632.0,4151.0,0.0,1577.0,11361.0,2012
92,TRINIDAD 1,LAS ANIMAS,5896361,4579486,0,530700,11006547,4285.0,3328.0,0.0,386.0,7998.0,2012
93,PRIMERO REORGANIZED 2,LAS ANIMAS,1503828,1470940,0,1364021,4338788,7837.0,7665.0,0.0,7108.0,22610.0,2012
94,HOEHNE REORGANIZED 3,LAS ANIMAS,1528056,1372992,0,322030,3223077,4191.0,3766.0,0.0,883.0,8840.0,2012
95,AGUILAR REORGANIZED 6,LAS ANIMAS,1011951,787676,0,83173,1882800,10326.0,8038.0,0.0,849.0,19212.0,2012
96,BRANSON REORGANIZED 82,LAS ANIMAS,1926681,1073329,18182,0,3018193,4468.0,2489.0,42.0,0.0,7000.0,2012
97,KIM REORGANIZED 88,LAS ANIMAS,479408,465429,0,0,944837,8911.0,8651.0,0.0,0.0,17562.0,2012
98,GENOA-HUGO C-113,LINCOLN,1392693,865854,409,6830918,9089874,8640.0,5371.0,3.0,42375.0,56389.0,2012
99,LIMON RE-4J,LINCOLN,2568930,1681875,312,242431,4493549,5781.0,3785.0,1.0,546.0,10111.0,2012
100,KARVAL RE-23,LINCOLN,787294,884843,0,0,1672137,5880.0,6608.0,0.0,0.0,12488.0,2012
101,VALLEY RE-1,LOGAN,11995811,7664089,90640,1757535,21508075,5313.0,3395.0,40.0,778.0,9527.0,2012
102,FRENCHMAN RE-3,LOGAN,1575317,858711,0,44570,2478598,8256.0,4501.0,0.0,234.0,12991.0,2012
103,BUFFALO RE-4,LOGAN,1937888,1301632,0,160413,3399932,6160.0,4137.0,0.0,510.0,10807.0,2012
104,PLATEAU RE-5,LOGAN,1768587,1132643,0,319084,3220314,9643.0,6176.0,0.0,1740.0,17559.0,2012
105,DE BEQUE 49JT,MESA,1046630,830920,0,260763,2138313,8817.0,7000.0,0.0,2197.0,18014.0,2012
106,PLATEAU VALLEY 50,MESA,2166845,1691216,0,294556,4152617,4505.0,3516.0,0.0,612.0,8633.0,2012
107,MESA COUNTY VALLEY 51,MESA,106190736,76147146,368927,19619764,202326573,5079.0,3642.0,18.0,938.0,9677.0,2012
108,CREEDE CONSOLIDATED 1,MINERAL,959760,705187,0,0,1664947,10617.0,7801.0,0.0,0.0,18418.0,2012
109,MOFFAT COUNTY RE:NO 1,MOFFAT,11847752,9847861,0,2795616,24491229,5393.0,4482.0,0.0,1272.0,11148.0,2012
110,MONTEZUMA-CORTEZ RE-1,MONTEZUMA,12641874,13196910,500,365709,26204993,4554.0,4754.0,0.0,132.0,9439.0,2012
111,DOLORES RE-4A,MONTEZUMA,3599801,2372604,106,443818,6416329,5050.0,3328.0,0.0,623.0,9000.0,2012
112,MANCOS RE-6,MONTEZUMA,1849377,1743483,0,189515,3782375,4830.0,4553.0,0.0,495.0,9878.0,2012
113,MONTROSE COUNTY RE-1J,MONTROSE,28549920,24783386,490290,922538,54746134,4773.0,4143.0,82.0,154.0,9152.0,2012
114,WEST END RE-2,MONTROSE,1792548,1825346,360,115542,3733797,5928.0,6036.0,1.0,382.0,12347.0,2012
115,BRUSH RE-2J,MORGAN,7236119,5562413,0,1114468,13913000,4978.0,3827.0,0.0,767.0,9571.0,2012
116,FORT MORGAN RE-3,MORGAN,13914685,11397164,349839,2155975,27817662,4677.0,3831.0,118.0,725.0,9350.0,2012
117,WELDON VALLEY RE-20J,MORGAN,1502066,915852,26145,78335,2522397,7571.0,4616.0,132.0,395.0,12714.0,2012
118,WIGGINS RE-50J,MORGAN,2813464,1956966,0,390801,5161231,5721.0,3979.0,0.0,795.0,10495.0,2012
119,EAST OTERO R-1,OTERO,6850352,5267039,350747,840790,13308928,5190.0,3990.0,266.0,637.0,10083.0,2012
120,ROCKY FORD R-2,OTERO,4258763,3234060,25181,0,7518004,5244.0,3982.0,31.0,0.0,9257.0,2012
121,MANZANOLA 3J,OTERO,1149943,1220707,5125,68684,2444459,7306.0,7755.0,33.0,436.0,15530.0,2012
122,FOWLER R-4J,OTERO,2437091,1401329,0,200990,4039410,5956.0,3425.0,0.0,491.0,9871.0,2012
123,CHERAW 31,OTERO,1375798,978940,47318,33535,2435591,6692.0,4761.0,230.0,163.0,11846.0,2012
124,SWINK 33,OTERO,2125168,1439478,0,187213,3751858,5968.0,4042.0,0.0,526.0,10536.0,2012
125,OURAY R-1,OURAY,1714541,1026349,0,192683,2933573,8686.0,5199.0,0.0,976.0,14861.0,2012
126,RIDGWAY R-2,OURAY,2136945,1915540,4000,801479,4857964,6483.0,5812.0,12.0,2432.0,14739.0,2012
127,PLATTE CANYON 1,PARK,5016206,4512437,121174,900892,10550709,4642.0,4175.0,112.0,834.0,9763.0,2012
128,PARK COUNTY RE-2,PARK,3909176,2590367,5055,1809226,8313824,7579.0,5022.0,10.0,3508.0,16118.0,2012
129,HOLYOKE RE-1J,PHILLIPS,3574683,1939499,0,424825,5939006,6066.0,3291.0,0.0,721.0,10078.0,2012
130,HAXTUN RE-2J,PHILLIPS,2006930,1018163,0,0,3025093,6911.0,3506.0,0.0,0.0,10417.0,2012
131,ASPEN 1,PITKIN,17565169,7573062,765623,7157232,33061086,10631.0,4584.0,463.0,4332.0,20010.0,2012
132,GRANADA RE-1,PROWERS,1625797,993843,0,0,2619640,7431.0,4542.0,0.0,0.0,11973.0,2012
133,LAMAR RE-2,PROWERS,7630264,4024806,94483,367468,12117021,4845.0,2556.0,60.0,233.0,7694.0,2012
134,HOLLY RE-3,PROWERS,1712787,1052600,11538,252625,3029551,6274.0,3856.0,42.0,925.0,11097.0,2012
135,WILEY RE-13 JT,PROWERS,1517224,937172,0,90963,2545360,6788.0,4193.0,0.0,407.0,11389.0,2012
136,PUEBLO CITY 60,PUEBLO,81358675,64350400,153093,8620551,154482720,4814.0,3808.0,9.0,510.0,9141.0,2012
137,PUEBLO COUNTY RURAL 70,PUEBLO,39202790,28454268,0,15543040,83200098,4509.0,3273.0,0.0,1788.0,9569.0,2012
138,MEEKER RE1,RIO BLANCO,4142780,2536129,0,2049331,8728240,6422.0,3931.0,0.0,3177.0,13530.0,2012
139,RANGELY RE-4,RIO BLANCO,3286137,2567793,14665,1826288,7694883,7082.0,5534.0,32.0,3936.0,16584.0,2012
140,DEL NORTE C-7,RIO GRANDE,2501248,1977874,0,559745,5038868,4568.0,3612.0,0.0,1022.0,9202.0,2012
141,MONTE VISTA C-8,RIO GRANDE,5115188,3907488,0,652047,9674722,4632.0,3539.0,0.0,591.0,8762.0,2012
142,SARGENT RE-33J,RIO GRANDE,2318615,1752677,0,371473,4442766,4988.0,3771.0,0.0,799.0,9558.0,2012
143,HAYDEN RE-1,ROUTT,3422014,2080365,0,514809,6017188,8946.0,5439.0,0.0,1346.0,15731.0,2012
144,STEAMBOAT SPRINGS RE-2,ROUTT,14109462,11338586,1513,13094973,38544533,6219.0,4997.0,1.0,5772.0,16988.0,2012
145,SOUTH ROUTT RE 3,ROUTT,3275400,2067546,0,850826,6193772,8559.0,5403.0,0.0,2223.0,16184.0,2012
146,MOUNTAIN VALLEY RE 1,SAGUACHE,1140154,908861,101304,0,2150319,10180.0,8115.0,905.0,0.0,19199.0,2012
147,MOFFAT 2,SAGUACHE,1595884,1389496,0,225283,3210664,8109.0,7060.0,0.0,1145.0,16314.0,2012
148,CENTER 26 JT,SAGUACHE,4143495,3397805,72256,517054,8130611,7056.0,5786.0,123.0,881.0,13846.0,2012
149,SILVERTON 1,SAN JUAN,845731,565959,140194,105880,1657764,13112.0,8775.0,2174.0,1642.0,25702.0,2012
150,TELLURIDE R-1,SAN MIGUEL,5813829,3274342,293039,7083367,16464577,7480.0,4212.0,377.0,9113.0,21182.0,2012
151,NORWOOD R-2J,SAN MIGUEL,1946035,1359275,0,308630,3613939,7605.0,5312.0,0.0,1206.0,14122.0,2012
152,JULESBURG RE-1,SEDGWICK,5111390,1835739,0,95701,7042830,4753.0,1707.0,0.0,89.0,6550.0,2012
153,PLATTE VALLEY RE-3,SEDGWICK,1070787,775412,0,72431,1918630,8748.0,6335.0,0.0,592.0,15675.0,2012
154,SUMMIT RE-1,SUMMIT,19248191,15645247,0,7011895,41905334,6524.0,5303.0,0.0,2377.0,14203.0,2012
155,CRIPPLE CREEK-VICTOR RE-1,TELLER,3529278,2004716,0,995471,6529465,9212.0,5233.0,0.0,2598.0,17044.0,2012
156,WOODLAND PARK RE-2,TELLER,13286425,8239714,0,6372617,27898756,5121.0,3176.0,0.0,2456.0,10753.0,2012
157,AKRON R-1,WASHINGTON,2275232,1451820,0,586533,4313585,6347.0,4050.0,0.0,1636.0,12032.0,2012
158,ARICKAREE R-2,WASHINGTON,984713,921189,0,0,1905902,9788.0,9157.0,0.0,0.0,18945.0,2012
159,OTIS R-3,WASHINGTON,1406361,910343,0,104301,2421005,7561.0,4894.0,0.0,561.0,13016.0,2012
160,LONE STAR 101,WASHINGTON,1140684,932949,0,0,2073633,10086.0,8249.0,0.0,0.0,18335.0,2012
161,WOODLIN R-104,WASHINGTON,784060,837068,0,0,1621128,8578.0,9158.0,0.0,0.0,17737.0,2012
162,WELD RE-1,WELD,9760479,6686045,15669,7513,16469706,5398.0,3697.0,9.0,4.0,9108.0,2012
163,EATON RE-2,WELD,8293448,4996910,750,1626534,14917642,4645.0,2799.0,0.0,911.0,8355.0,2012
164,KEENESBURG RE-3J,WELD,10622046,9074106,7631,14713779,34417562,4959.0,4236.0,4.0,6869.0,16068.0,2012
165,WINDSOR RE-4,WELD,21143929,15019541,167,7773752,43937389,4719.0,3352.0,0.0,1735.0,9805.0,2012
166,JOHNSTOWN-MILIKEN RE-5J,WELD,15869368,9017357,0,2305170,27191895,5020.0,2852.0,0.0,729.0,8601.0,2012
167,GREELEY 6,WELD,98098896,67472364,0,12967190,178538450,5100.0,3508.0,0.0,674.0,9282.0,2012
168,PLATTE VALLEY RE-7,WELD,6308055,4611192,0,4322465,15241712,5786.0,4229.0,0.0,3964.0,13979.0,2012
169,WELD COUNTY S/D RE-8,WELD,12156707,10774643,13632,1157088,24102071,5413.0,4797.0,6.0,515.0,10731.0,2012
170,AULT-HIGHLAND RE-9,WELD,4213289,3346190,0,499243,8058723,5165.0,4102.0,0.0,612.0,9880.0,2012
171,BRIGGSDALE RE-10,WELD,1244008,1027940,0,412500,2684447,8141.0,6727.0,0.0,2700.0,17568.0,2012
172,PRAIRIE RE-11,WELD,1239597,863609,0,257106,2360312,7258.0,5056.0,0.0,1505.0,13819.0,2012
173,PAWNEE RE-12,WELD,1088832,755669,0,59093,1903594,12444.0,8636.0,0.0,675.0,21755.0,2012
174,YUMA 1,YUMA,4767616,3060117,0,761281,8589015,6156.0,3951.0,0.0,983.0,11090.0,2012
175,WRAY RD-2,YUMA,3933428,2857350,0,6011673,12802451,5749.0,4176.0,0.0,8786.0,18712.0,2012
176,IDALIA RJ-3,YUMA,1058571,957184,0,288434,2304189,6786.0,6136.0,0.0,1849.0,14770.0,2012
177,LIBERTY J-4,YUMA,853026,707357,0,0,1560383,10978.0,9104.0,0.0,0.0,20082.0,2012
178,CHARTER SCHOOL INSTITUTE,,40561158,40549832,254978,6088775,87454743,3593.0,3592.0,23.0,539.0,7746.0,2012
